分拣中心,日期,小时,货量
SC15,2023/12/13,23,274
SC15,2023/12/14,0,274
SC15,2023/12/14,1,274
SC15,2023/12/14,2,274
SC15,2023/12/14,3,274
SC15,2023/12/14,4,274
SC15,2023/12/14,5,274
SC15,2023/12/14,6,274
SC15,2023/12/14,7,274
SC15,2023/12/14,8,274
SC15,2023/12/14,9,274
SC15,2023/12/14,10,274
SC15,2023/12/14,11,274
SC15,2023/12/14,12,274
SC15,2023/12/14,13,274
SC15,2023/12/14,14,274
SC15,2023/12/14,15,274
SC15,2023/12/14,16,274
SC15,2023/12/14,17,274
SC15,2023/12/14,18,274
SC15,2023/12/14,19,274
SC15,2023/12/14,20,274
SC15,2023/12/14,21,274
SC15,2023/12/14,22,274
SC15,2023/12/14,23,274
SC15,2023/12/15,0,274
SC15,2023/12/15,1,274
SC15,2023/12/15,2,274
SC15,2023/12/15,3,274
SC15,2023/12/15,4,274
SC15,2023/12/15,5,274
SC15,2023/12/15,6,274
SC15,2023/12/15,7,274
SC15,2023/12/15,8,274
SC15,2023/12/15,9,274
SC15,2023/12/15,10,274
SC15,2023/12/15,11,274
SC15,2023/12/15,12,274
SC15,2023/12/15,13,274
SC15,2023/12/15,14,274
SC15,2023/12/15,15,274
SC15,2023/12/15,16,274
SC15,2023/12/15,17,274
SC15,2023/12/15,18,274
SC15,2023/12/15,19,274
SC15,2023/12/15,20,274
SC15,2023/12/15,21,274
SC15,2023/12/15,22,274
SC15,2023/12/15,23,274
SC15,2023/12/16,0,274
SC15,2023/12/16,1,274
SC15,2023/12/16,2,274
SC15,2023/12/16,3,274
SC15,2023/12/16,4,274
SC15,2023/12/16,5,274
SC15,2023/12/16,6,274
SC15,2023/12/16,7,274
SC15,2023/12/16,8,274
SC15,2023/12/16,9,274
SC15,2023/12/16,10,274
SC15,2023/12/16,11,274
SC15,2023/12/16,12,274
SC15,2023/12/16,13,274
SC15,2023/12/16,14,274
SC15,2023/12/16,15,274
SC15,2023/12/16,16,274
SC15,2023/12/16,17,274
SC15,2023/12/16,18,274
SC15,2023/12/16,19,274
SC15,2023/12/16,20,274
SC15,2023/12/16,21,274
SC15,2023/12/16,22,274
SC15,2023/12/16,23,274
SC15,2023/12/17,0,274
SC15,2023/12/17,1,274
SC15,2023/12/17,2,274
SC15,2023/12/17,3,274
SC15,2023/12/17,4,274
SC15,2023/12/17,5,274
SC15,2023/12/17,6,274
SC15,2023/12/17,7,274
SC15,2023/12/17,8,274
SC15,2023/12/17,9,274
SC15,2023/12/17,10,274
SC15,2023/12/17,11,274
SC15,2023/12/17,12,274
SC15,2023/12/17,13,274
SC15,2023/12/17,14,274
SC15,2023/12/17,15,274
SC15,2023/12/17,16,274
SC15,2023/12/17,17,274
SC15,2023/12/17,18,274
SC15,2023/12/17,19,274
SC15,2023/12/17,20,274
SC15,2023/12/17,21,274
SC15,2023/12/17,22,274
SC15,2023/12/17,23,274
SC15,2023/12/18,0,274
SC15,2023/12/18,1,274
SC15,2023/12/18,2,274
SC15,2023/12/18,3,274
SC15,2023/12/18,4,274
SC15,2023/12/18,5,274
SC15,2023/12/18,6,274
SC15,2023/12/18,7,274
SC15,2023/12/18,8,274
SC15,2023/12/18,9,274
SC15,2023/12/18,10,274
SC15,2023/12/18,11,274
SC15,2023/12/18,12,274
SC15,2023/12/18,13,274
SC15,2023/12/18,14,274
SC15,2023/12/18,15,274
SC15,2023/12/18,16,274
SC15,2023/12/18,17,274
SC15,2023/12/18,18,274
SC15,2023/12/18,19,274
SC15,2023/12/18,20,274
SC15,2023/12/18,21,274
SC15,2023/12/18,22,274
SC15,2023/12/18,23,274
SC15,2023/12/19,0,274
SC15,2023/12/19,1,274
SC15,2023/12/19,2,274
SC15,2023/12/19,3,274
SC15,2023/12/19,4,274
SC15,2023/12/19,5,274
SC15,2023/12/19,6,274
SC15,2023/12/19,7,274
SC15,2023/12/19,8,274
SC15,2023/12/19,9,274
SC15,2023/12/19,10,274
SC15,2023/12/19,11,274
SC15,2023/12/19,12,274
SC15,2023/12/19,13,274
SC15,2023/12/19,14,274
SC15,2023/12/19,15,274
SC15,2023/12/19,16,274
SC15,2023/12/19,17,274
SC15,2023/12/19,18,274
SC15,2023/12/19,19,274
SC15,2023/12/19,20,274
SC15,2023/12/19,21,274
SC15,2023/12/19,22,274
SC15,2023/12/19,23,274
SC15,2023/12/20,0,274
SC15,2023/12/20,1,274
SC15,2023/12/20,2,274
SC15,2023/12/20,3,274
SC15,2023/12/20,4,274
SC15,2023/12/20,5,274
SC15,2023/12/20,6,274
SC15,2023/12/20,7,274
SC15,2023/12/20,8,274
SC15,2023/12/20,9,274
SC15,2023/12/20,10,274
SC15,2023/12/20,11,274
SC15,2023/12/20,12,274
SC15,2023/12/20,13,274
SC15,2023/12/20,14,274
SC15,2023/12/20,15,274
SC15,2023/12/20,16,274
SC15,2023/12/20,17,274
SC15,2023/12/20,18,274
SC15,2023/12/20,19,274
SC15,2023/12/20,20,274
SC15,2023/12/20,21,274
SC15,2023/12/20,22,274
SC15,2023/12/20,23,274
SC15,2023/12/21,0,274
SC15,2023/12/21,1,274
SC15,2023/12/21,2,274
SC15,2023/12/21,3,274
SC15,2023/12/21,4,274
SC15,2023/12/21,5,274
SC15,2023/12/21,6,274
SC15,2023/12/21,7,274
SC15,2023/12/21,8,274
SC15,2023/12/21,9,274
SC15,2023/12/21,10,274
SC15,2023/12/21,11,274
SC15,2023/12/21,12,274
SC15,2023/12/21,13,274
SC15,2023/12/21,14,274
SC15,2023/12/21,15,274
SC15,2023/12/21,16,274
SC15,2023/12/21,17,274
SC15,2023/12/21,18,274
SC15,2023/12/21,19,274
SC15,2023/12/21,20,274
SC15,2023/12/21,21,274
SC15,2023/12/21,22,274
SC15,2023/12/21,23,274
SC15,2023/12/22,0,274
SC15,2023/12/22,1,274
SC15,2023/12/22,2,274
SC15,2023/12/22,3,274
SC15,2023/12/22,4,274
SC15,2023/12/22,5,274
SC15,2023/12/22,6,274
SC15,2023/12/22,7,274
SC15,2023/12/22,8,274
SC15,2023/12/22,9,274
SC15,2023/12/22,10,274
SC15,2023/12/22,11,274
SC15,2023/12/22,12,274
SC15,2023/12/22,13,274
SC15,2023/12/22,14,274
SC15,2023/12/22,15,274
SC15,2023/12/22,16,274
SC15,2023/12/22,17,274
SC15,2023/12/22,18,274
SC15,2023/12/22,19,274
SC15,2023/12/22,20,274
SC15,2023/12/22,21,274
SC15,2023/12/22,22,274
SC15,2023/12/22,23,274
SC15,2023/12/23,0,274
SC15,2023/12/23,1,274
SC15,2023/12/23,2,274
SC15,2023/12/23,3,274
SC15,2023/12/23,4,274
SC15,2023/12/23,5,274
SC15,2023/12/23,6,274
SC15,2023/12/23,7,274
SC15,2023/12/23,8,274
SC15,2023/12/23,9,274
SC15,2023/12/23,10,274
SC15,2023/12/23,11,274
SC15,2023/12/23,12,274
SC15,2023/12/23,13,274
SC15,2023/12/23,14,274
SC15,2023/12/23,15,274
SC15,2023/12/23,16,274
SC15,2023/12/23,17,274
SC15,2023/12/23,18,274
SC15,2023/12/23,19,274
SC15,2023/12/23,20,274
SC15,2023/12/23,21,274
SC15,2023/12/23,22,274
SC15,2023/12/23,23,274
SC15,2023/12/24,0,274
SC15,2023/12/24,1,274
SC15,2023/12/24,2,274
SC15,2023/12/24,3,274
SC15,2023/12/24,4,274
SC15,2023/12/24,5,274
SC15,2023/12/24,6,274
SC15,2023/12/24,7,274
SC15,2023/12/24,8,274
SC15,2023/12/24,9,274
SC15,2023/12/24,10,274
SC15,2023/12/24,11,274
SC15,2023/12/24,12,274
SC15,2023/12/24,13,274
SC15,2023/12/24,14,274
SC15,2023/12/24,15,274
SC15,2023/12/24,16,274
SC15,2023/12/24,17,274
SC15,2023/12/24,18,274
SC15,2023/12/24,19,274
SC15,2023/12/24,20,274
SC15,2023/12/24,21,274
SC15,2023/12/24,22,274
SC15,2023/12/24,23,274
SC15,2023/12/25,0,274
SC15,2023/12/25,1,274
SC15,2023/12/25,2,274
SC15,2023/12/25,3,274
SC15,2023/12/25,4,274
SC15,2023/12/25,5,274
SC15,2023/12/25,6,274
SC15,2023/12/25,7,274
SC15,2023/12/25,8,274
SC15,2023/12/25,9,274
SC15,2023/12/25,10,274
SC15,2023/12/25,11,274
SC15,2023/12/25,12,274
SC15,2023/12/25,13,274
SC15,2023/12/25,14,274
SC15,2023/12/25,15,274
SC15,2023/12/25,16,274
SC15,2023/12/25,17,274
SC15,2023/12/25,18,274
SC15,2023/12/25,19,274
SC15,2023/12/25,20,274
SC15,2023/12/25,21,274
SC15,2023/12/25,22,274
SC15,2023/12/25,23,274
SC15,2023/12/26,0,274
SC15,2023/12/26,1,274
SC15,2023/12/26,2,274
SC15,2023/12/26,3,274
SC15,2023/12/26,4,274
SC15,2023/12/26,5,274
SC15,2023/12/26,6,274
SC15,2023/12/26,7,274
SC15,2023/12/26,8,274
SC15,2023/12/26,9,274
SC15,2023/12/26,10,274
SC15,2023/12/26,11,274
SC15,2023/12/26,12,274
SC15,2023/12/26,13,274
SC15,2023/12/26,14,274
SC15,2023/12/26,15,274
SC15,2023/12/26,16,274
SC15,2023/12/26,17,274
SC15,2023/12/26,18,274
SC15,2023/12/26,19,274
SC15,2023/12/26,20,274
SC15,2023/12/26,21,274
SC15,2023/12/26,22,274
SC15,2023/12/26,23,274
SC15,2023/12/27,0,274
SC15,2023/12/27,1,274
SC15,2023/12/27,2,274
SC15,2023/12/27,3,274
SC15,2023/12/27,4,274
SC15,2023/12/27,5,274
SC15,2023/12/27,6,274
SC15,2023/12/27,7,274
SC15,2023/12/27,8,274
SC15,2023/12/27,9,274
SC15,2023/12/27,10,274
SC15,2023/12/27,11,274
SC15,2023/12/27,12,274
SC15,2023/12/27,13,274
SC15,2023/12/27,14,274
SC15,2023/12/27,15,274
SC15,2023/12/27,16,274
SC15,2023/12/27,17,274
SC15,2023/12/27,18,274
SC15,2023/12/27,19,274
SC15,2023/12/27,20,274
SC15,2023/12/27,21,274
SC15,2023/12/27,22,274
SC15,2023/12/27,23,274
SC15,2023/12/28,0,274
SC15,2023/12/28,1,274
SC15,2023/12/28,2,274
SC15,2023/12/28,3,274
SC15,2023/12/28,4,274
SC15,2023/12/28,5,274
SC15,2023/12/28,6,274
SC15,2023/12/28,7,274
SC15,2023/12/28,8,274
SC15,2023/12/28,9,274
SC15,2023/12/28,10,274
SC15,2023/12/28,11,274
SC15,2023/12/28,12,274
SC15,2023/12/28,13,274
SC15,2023/12/28,14,274
SC15,2023/12/28,15,274
SC15,2023/12/28,16,274
SC15,2023/12/28,17,274
SC15,2023/12/28,18,274
SC15,2023/12/28,19,274
SC15,2023/12/28,20,274
SC15,2023/12/28,21,274
SC15,2023/12/28,22,274
SC15,2023/12/28,23,274
SC15,2023/12/29,0,274
SC15,2023/12/29,1,274
SC15,2023/12/29,2,274
SC15,2023/12/29,3,274
SC15,2023/12/29,4,274
SC15,2023/12/29,5,274
SC15,2023/12/29,6,274
SC15,2023/12/29,7,274
SC15,2023/12/29,8,274
SC15,2023/12/29,9,274
SC15,2023/12/29,10,274
SC15,2023/12/29,11,274
SC15,2023/12/29,12,274
SC15,2023/12/29,13,274
SC15,2023/12/29,14,274
SC15,2023/12/29,15,274
SC15,2023/12/29,16,274
SC15,2023/12/29,17,274
SC15,2023/12/29,18,274
SC15,2023/12/29,19,274
SC15,2023/12/29,20,274
SC15,2023/12/29,21,274
SC15,2023/12/29,22,274
SC15,2023/12/29,23,274
SC15,2023/12/30,0,274
SC15,2023/12/30,1,274
SC15,2023/12/30,2,274
SC15,2023/12/30,3,274
SC15,2023/12/30,4,274
SC15,2023/12/30,5,274
SC15,2023/12/30,6,274
SC15,2023/12/30,7,274
SC15,2023/12/30,8,274
SC15,2023/12/30,9,274
SC15,2023/12/30,10,274
SC15,2023/12/30,11,274
SC15,2023/12/30,12,274
SC15,2023/12/30,13,274
SC15,2023/12/30,14,274
SC15,2023/12/30,15,274
SC15,2023/12/30,16,274
SC15,2023/12/30,17,274
SC15,2023/12/30,18,274
SC15,2023/12/30,19,274
SC15,2023/12/30,20,274
SC15,2023/12/30,21,274
SC15,2023/12/30,22,274
SC15,2023/12/30,23,274
SC56,2023/12/01,0,153
SC56,2023/12/01,1,160
SC56,2023/12/01,2,166
SC56,2023/12/01,3,150
SC56,2023/12/01,4,155
SC56,2023/12/01,5,191
SC56,2023/12/01,6,134
SC56,2023/12/01,7,160
SC56,2023/12/01,8,158
SC56,2023/12/01,9,143
SC56,2023/12/01,10,168
SC56,2023/12/01,11,177
SC56,2023/12/01,12,125
SC56,2023/12/01,13,146
SC56,2023/12/01,14,143
SC56,2023/12/01,15,154
SC56,2023/12/01,16,156
SC56,2023/12/01,17,160
SC56,2023/12/01,18,131
SC56,2023/12/01,19,179
SC56,2023/12/01,20,184
SC56,2023/12/01,21,186
SC56,2023/12/01,22,171
SC56,2023/12/01,23,175
SC56,2023/12/02,0,166
SC56,2023/12/02,1,173
SC56,2023/12/02,2,178
SC56,2023/12/02,3,163
SC56,2023/12/02,4,168
SC56,2023/12/02,5,202
SC56,2023/12/02,6,148
SC56,2023/12/02,7,173
SC56,2023/12/02,8,170
SC56,2023/12/02,9,157
SC56,2023/12/02,10,180
SC56,2023/12/02,11,188
SC56,2023/12/02,12,140
SC56,2023/12/02,13,160
SC56,2023/12/02,14,157
SC56,2023/12/02,15,167
SC56,2023/12/02,16,169
SC56,2023/12/02,17,172
SC56,2023/12/02,18,145
SC56,2023/12/02,19,190
SC56,2023/12/02,20,195
SC56,2023/12/02,21,197
SC56,2023/12/02,22,183
SC56,2023/12/02,23,187
SC56,2023/12/03,0,178
SC56,2023/12/03,1,184
SC56,2023/12/03,2,189
SC56,2023/12/03,3,175
SC56,2023/12/03,4,180
SC56,2023/12/03,5,212
SC56,2023/12/03,6,162
SC56,2023/12/03,7,184
SC56,2023/12/03,8,182
SC56,2023/12/03,9,170
SC56,2023/12/03,10,191
SC56,2023/12/03,11,199
SC56,2023/12/03,12,154
SC56,2023/12/03,13,172
SC56,2023/12/03,14,169
SC56,2023/12/03,15,179
SC56,2023/12/03,16,181
SC56,2023/12/03,17,184
SC56,2023/12/03,18,159
SC56,2023/12/03,19,201
SC56,2023/12/03,20,206
SC56,2023/12/03,21,207
SC56,2023/12/03,22,194
SC56,2023/12/03,23,198
SC56,2023/12/04,0,189
SC56,2023/12/04,1,195
SC56,2023/12/04,2,200
SC56,2023/12/04,3,187
SC56,2023/12/04,4,191
SC56,2023/12/04,5,221
SC56,2023/12/04,6,174
SC56,2023/12/04,7,195
SC56,2023/12/04,8,193
SC56,2023/12/04,9,182
SC56,2023/12/04,10,202
SC56,2023/12/04,11,209
SC56,2023/12/04,12,167
SC56,2023/12/04,13,184
SC56,2023/12/04,14,181
SC56,2023/12/04,15,190
SC56,2023/12/04,16,192
SC56,2023/12/04,17,195
SC56,2023/12/04,18,172
SC56,2023/12/04,19,211
SC56,2023/12/04,20,215
SC56,2023/12/04,21,217
SC56,2023/12/04,22,204
SC56,2023/12/04,23,208
SC56,2023/12/05,0,200
SC56,2023/12/05,1,206
SC56,2023/12/05,2,210
SC56,2023/12/05,3,198
SC56,2023/12/05,4,202
SC56,2023/12/05,5,229
SC56,2023/12/05,6,186
SC56,2023/12/05,7,206
SC56,2023/12/05,8,204
SC56,2023/12/05,9,193
SC56,2023/12/05,10,211
SC56,2023/12/05,11,219
SC56,2023/12/05,12,179
SC56,2023/12/05,13,195
SC56,2023/12/05,14,193
SC56,2023/12/05,15,201
SC56,2023/12/05,16,203
SC56,2023/12/05,17,205
SC56,2023/12/05,18,183
SC56,2023/12/05,19,220
SC56,2023/12/05,20,224
SC56,2023/12/05,21,226
SC56,2023/12/05,22,214
SC56,2023/12/05,23,217
SC56,2023/12/06,0,210
SC56,2023/12/06,1,215
SC56,2023/12/06,2,219
SC56,2023/12/06,3,208
SC56,2023/12/06,4,212
SC56,2023/12/06,5,238
SC56,2023/12/06,6,197
SC56,2023/12/06,7,215
SC56,2023/12/06,8,214
SC56,2023/12/06,9,203
SC56,2023/12/06,10,221
SC56,2023/12/06,11,227
SC56,2023/12/06,12,190
SC56,2023/12/06,13,205
SC56,2023/12/06,14,203
SC56,2023/12/06,15,211
SC56,2023/12/06,16,213
SC56,2023/12/06,17,215
SC56,2023/12/06,18,194
SC56,2023/12/06,19,229
SC56,2023/12/06,20,233
SC56,2023/12/06,21,234
SC56,2023/12/06,22,223
SC56,2023/12/06,23,226
SC56,2023/12/07,0,220
SC56,2023/12/07,1,224
SC56,2023/12/07,2,228
SC56,2023/12/07,3,217
SC56,2023/12/07,4,221
SC56,2023/12/07,5,245
SC56,2023/12/07,6,207
SC56,2023/12/07,7,224
SC56,2023/12/07,8,223
SC56,2023/12/07,9,213
SC56,2023/12/07,10,229
SC56,2023/12/07,11,236
SC56,2023/12/07,12,201
SC56,2023/12/07,13,215
SC56,2023/12/07,14,213
SC56,2023/12/07,15,220
SC56,2023/12/07,16,222
SC56,2023/12/07,17,224
SC56,2023/12/07,18,205
SC56,2023/12/07,19,237
SC56,2023/12/07,20,241
SC56,2023/12/07,21,242
SC56,2023/12/07,22,232
SC56,2023/12/07,23,235
SC56,2023/12/08,0,228
SC56,2023/12/08,1,233
SC56,2023/12/08,2,236
SC56,2023/12/08,3,226
SC56,2023/12/08,4,230
SC56,2023/12/08,5,252
SC56,2023/12/08,6,216
SC56,2023/12/08,7,233
SC56,2023/12/08,8,231
SC56,2023/12/08,9,222
SC56,2023/12/08,10,238
SC56,2023/12/08,11,243
SC56,2023/12/08,12,211
SC56,2023/12/08,13,224
SC56,2023/12/08,14,222
SC56,2023/12/08,15,229
SC56,2023/12/08,16,231
SC56,2023/12/08,17,233
SC56,2023/12/08,18,215
SC56,2023/12/08,19,245
SC56,2023/12/08,20,248
SC56,2023/12/08,21,249
SC56,2023/12/08,22,240
SC56,2023/12/08,23,242
SC56,2023/12/09,0,236
SC56,2023/12/09,1,241
SC56,2023/12/09,2,244
SC56,2023/12/09,3,235
SC56,2023/12/09,4,238
SC56,2023/12/09,5,259
SC56,2023/12/09,6,225
SC56,2023/12/09,7,241
SC56,2023/12/09,8,239
SC56,2023/12/09,9,231
SC56,2023/12/09,10,245
SC56,2023/12/09,11,251
SC56,2023/12/09,12,220
SC56,2023/12/09,13,233
SC56,2023/12/09,14,231
SC56,2023/12/09,15,237
SC56,2023/12/09,16,239
SC56,2023/12/09,17,240
SC56,2023/12/09,18,224
SC56,2023/12/09,19,252
SC56,2023/12/09,20,255
SC56,2023/12/09,21,256
SC56,2023/12/09,22,247
SC56,2023/12/09,23,250
SC56,2023/12/10,0,244
SC56,2023/12/10,1,248
SC56,2023/12/10,2,251
SC56,2023/12/10,3,242
SC56,2023/12/10,4,245
SC56,2023/12/10,5,265
SC56,2023/12/10,6,234
SC56,2023/12/10,7,248
SC56,2023/12/10,8,247
SC56,2023/12/10,9,239
SC56,2023/12/10,10,252
SC56,2023/12/10,11,257
SC56,2023/12/10,12,229
SC56,2023/12/10,13,240
SC56,2023/12/10,14,239
SC56,2023/12/10,15,245
SC56,2023/12/10,16,246
SC56,2023/12/10,17,248
SC56,2023/12/10,18,232
SC56,2023/12/10,19,258
SC56,2023/12/10,20,261
SC56,2023/12/10,21,262
SC56,2023/12/10,22,254
SC56,2023/12/10,23,256
SC56,2023/12/11,0,251
SC56,2023/12/11,1,255
SC56,2023/12/11,2,258
SC56,2023/12/11,3,250
SC56,2023/12/11,4,253
SC56,2023/12/11,5,271
SC56,2023/12/11,6,242
SC56,2023/12/11,7,255
SC56,2023/12/11,8,254
SC56,2023/12/11,9,246
SC56,2023/12/11,10,259
SC56,2023/12/11,11,264
SC56,2023/12/11,12,237
SC56,2023/12/11,13,248
SC56,2023/12/11,14,246
SC56,2023/12/11,15,252
SC56,2023/12/11,16,253
SC56,2023/12/11,17,255
SC56,2023/12/11,18,240
SC56,2023/12/11,19,265
SC56,2023/12/11,20,267
SC56,2023/12/11,21,268
SC56,2023/12/11,22,261
SC56,2023/12/11,23,263
SC56,2023/12/12,0,258
SC56,2023/12/12,1,261
SC56,2023/12/12,2,264
SC56,2023/12/12,3,256
SC56,2023/12/12,4,259
SC56,2023/12/12,5,276
SC56,2023/12/12,6,249
SC56,2023/12/12,7,261
SC56,2023/12/12,8,260
SC56,2023/12/12,9,253
SC56,2023/12/12,10,265
SC56,2023/12/12,11,270
SC56,2023/12/12,12,245
SC56,2023/12/12,13,255
SC56,2023/12/12,14,253
SC56,2023/12/12,15,259
SC56,2023/12/12,16,260
SC56,2023/12/12,17,261
SC56,2023/12/12,18,247
SC56,2023/12/12,19,271
SC56,2023/12/12,20,273
SC56,2023/12/12,21,274
SC56,2023/12/12,22,267
SC56,2023/12/12,23,269
SC56,2023/12/13,0,264
SC56,2023/12/13,1,268
SC56,2023/12/13,2,270
SC56,2023/12/13,3,263
SC56,2023/12/13,4,265
SC56,2023/12/13,5,281
SC56,2023/12/13,6,256
SC56,2023/12/13,7,268
SC56,2023/12/13,8,266
SC56,2023/12/13,9,260
SC56,2023/12/13,10,271
SC56,2023/12/13,11,275
SC56,2023/12/13,12,252
SC56,2023/12/13,13,261
SC56,2023/12/13,14,260
SC56,2023/12/13,15,265
SC56,2023/12/13,16,266
SC56,2023/12/13,17,267
SC56,2023/12/13,18,254
SC56,2023/12/13,19,276
SC56,2023/12/13,20,278
SC56,2023/12/13,21,279
SC56,2023/12/13,22,272
SC56,2023/12/13,23,274
SC56,2023/12/14,0,270
SC56,2023/12/14,1,273
SC56,2023/12/14,2,276
SC56,2023/12/14,3,269
SC56,2023/12/14,4,271
SC56,2023/12/14,5,286
SC56,2023/12/14,6,262
SC56,2023/12/14,7,273
SC56,2023/12/14,8,272
SC56,2023/12/14,9,266
SC56,2023/12/14,10,276
SC56,2023/12/14,11,280
SC56,2023/12/14,12,258
SC56,2023/12/14,13,267
SC56,2023/12/14,14,266
SC56,2023/12/14,15,271
SC56,2023/12/14,16,272
SC56,2023/12/14,17,273
SC56,2023/12/14,18,261
SC56,2023/12/14,19,281
SC56,2023/12/14,20,283
SC56,2023/12/14,21,284
SC56,2023/12/14,22,278
SC56,2023/12/14,23,280
SC56,2023/12/15,0,276
SC56,2023/12/15,1,279
SC56,2023/12/15,2,281
SC56,2023/12/15,3,274
SC56,2023/12/15,4,277
SC56,2023/12/15,5,291
SC56,2023/12/15,6,268
SC56,2023/12/15,7,279
SC56,2023/12/15,8,278
SC56,2023/12/15,9,272
SC56,2023/12/15,10,281
SC56,2023/12/15,11,285
SC56,2023/12/15,12,265
SC56,2023/12/15,13,273
SC56,2023/12/15,14,272
SC56,2023/12/15,15,276
SC56,2023/12/15,16,277
SC56,2023/12/15,17,278
SC56,2023/12/15,18,267
SC56,2023/12/15,19,286
SC56,2023/12/15,20,288
SC56,2023/12/15,21,289
SC56,2023/12/15,22,283
SC56,2023/12/15,23,284
SC56,2023/12/16,0,281
SC56,2023/12/16,1,283
SC56,2023/12/16,2,286
SC56,2023/12/16,3,280
SC56,2023/12/16,4,282
SC56,2023/12/16,5,295
SC56,2023/12/16,6,274
SC56,2023/12/16,7,283
SC56,2023/12/16,8,283
SC56,2023/12/16,9,277
SC56,2023/12/16,10,286
SC56,2023/12/16,11,290
SC56,2023/12/16,12,271
SC56,2023/12/16,13,278
SC56,2023/12/16,14,277
SC56,2023/12/16,15,281
SC56,2023/12/16,16,282
SC56,2023/12/16,17,283
SC56,2023/12/16,18,273
SC56,2023/12/16,19,290
SC56,2023/12/16,20,292
SC56,2023/12/16,21,293
SC56,2023/12/16,22,287
SC56,2023/12/16,23,289
SC56,2023/12/17,0,286
SC56,2023/12/17,1,288
SC56,2023/12/17,2,290
SC56,2023/12/17,3,284
SC56,2023/12/17,4,286
SC56,2023/12/17,5,299
SC56,2023/12/17,6,279
SC56,2023/12/17,7,288
SC56,2023/12/17,8,287
SC56,2023/12/17,9,282
SC56,2023/12/17,10,291
SC56,2023/12/17,11,294
SC56,2023/12/17,12,276
SC56,2023/12/17,13,283
SC56,2023/12/17,14,282
SC56,2023/12/17,15,286
SC56,2023/12/17,16,287
SC56,2023/12/17,17,288
SC56,2023/12/17,18,278
SC56,2023/12/17,19,295
SC56,2023/12/17,20,296
SC56,2023/12/17,21,297
SC56,2023/12/17,22,292
SC56,2023/12/17,23,293
SC56,2023/12/18,0,290
SC56,2023/12/18,1,292
SC56,2023/12/18,2,294
SC56,2023/12/18,3,289
SC56,2023/12/18,4,291
SC56,2023/12/18,5,302
SC56,2023/12/18,6,284
SC56,2023/12/18,7,292
SC56,2023/12/18,8,292
SC56,2023/12/18,9,287
SC56,2023/12/18,10,295
SC56,2023/12/18,11,298
SC56,2023/12/18,12,281
SC56,2023/12/18,13,288
SC56,2023/12/18,14,287
SC56,2023/12/18,15,290
SC56,2023/12/18,16,291
SC56,2023/12/18,17,292
SC56,2023/12/18,18,283
SC56,2023/12/18,19,299
SC56,2023/12/18,20,300
SC56,2023/12/18,21,301
SC56,2023/12/18,22,296
SC56,2023/12/18,23,297
SC56,2023/12/19,0,294
SC56,2023/12/19,1,297
SC56,2023/12/19,2,298
SC56,2023/12/19,3,293
SC56,2023/12/19,4,295
SC56,2023/12/19,5,306
SC56,2023/12/19,6,289
SC56,2023/12/19,7,297
SC56,2023/12/19,8,296
SC56,2023/12/19,9,291
SC56,2023/12/19,10,299
SC56,2023/12/19,11,302
SC56,2023/12/19,12,286
SC56,2023/12/19,13,292
SC56,2023/12/19,14,291
SC56,2023/12/19,15,295
SC56,2023/12/19,16,295
SC56,2023/12/19,17,296
SC56,2023/12/19,18,288
SC56,2023/12/19,19,302
SC56,2023/12/19,20,304
SC56,2023/12/19,21,304
SC56,2023/12/19,22,300
SC56,2023/12/19,23,301
SC56,2023/12/20,0,298
SC56,2023/12/20,1,300
SC56,2023/12/20,2,302
SC56,2023/12/20,3,297
SC56,2023/12/20,4,299
SC56,2023/12/20,5,309
SC56,2023/12/20,6,293
SC56,2023/12/20,7,300
SC56,2023/12/20,8,300
SC56,2023/12/20,9,296
SC56,2023/12/20,10,302
SC56,2023/12/20,11,305
SC56,2023/12/20,12,290
SC56,2023/12/20,13,296
SC56,2023/12/20,14,295
SC56,2023/12/20,15,299
SC56,2023/12/20,16,299
SC56,2023/12/20,17,300
SC56,2023/12/20,18,292
SC56,2023/12/20,19,306
SC56,2023/12/20,20,307
SC56,2023/12/20,21,308
SC56,2023/12/20,22,303
SC56,2023/12/20,23,305
SC56,2023/12/21,0,302
SC56,2023/12/21,1,304
SC56,2023/12/21,2,305
SC56,2023/12/21,3,301
SC56,2023/12/21,4,303
SC56,2023/12/21,5,312
SC56,2023/12/21,6,297
SC56,2023/12/21,7,304
SC56,2023/12/21,8,303
SC56,2023/12/21,9,299
SC56,2023/12/21,10,306
SC56,2023/12/21,11,308
SC56,2023/12/21,12,295
SC56,2023/12/21,13,300
SC56,2023/12/21,14,299
SC56,2023/12/21,15,302
SC56,2023/12/21,16,303
SC56,2023/12/21,17,304
SC56,2023/12/21,18,296
SC56,2023/12/21,19,309
SC56,2023/12/21,20,310
SC56,2023/12/21,21,311
SC56,2023/12/21,22,307
SC56,2023/12/21,23,308
SC56,2023/12/22,0,305
SC56,2023/12/22,1,307
SC56,2023/12/22,2,309
SC56,2023/12/22,3,305
SC56,2023/12/22,4,306
SC56,2023/12/22,5,315
SC56,2023/12/22,6,301
SC56,2023/12/22,7,307
SC56,2023/12/22,8,307
SC56,2023/12/22,9,303
SC56,2023/12/22,10,309
SC56,2023/12/22,11,311
SC56,2023/12/22,12,299
SC56,2023/12/22,13,304
SC56,2023/12/22,14,303
SC56,2023/12/22,15,306
SC56,2023/12/22,16,306
SC56,2023/12/22,17,307
SC56,2023/12/22,18,300
