分拣中心,日期,货量
SC1,2023/12/18,43926
SC1,2023/12/19,43684
SC1,2023/12/20,43898
SC1,2023/12/21,43709
SC1,2023/12/22,43876
SC1,2023/12/23,43728
SC1,2023/12/24,43859
SC1,2023/12/25,43743
SC1,2023/12/26,43846
SC1,2023/12/27,43755
SC1,2023/12/28,43836
SC1,2023/12/29,43764
SC1,2023/12/30,43827
SC46,2023/12/01,2885
SC46,2023/12/02,2553
SC46,2023/12/03,2491
SC46,2023/12/04,2445
SC46,2023/12/05,2410
SC46,2023/12/06,2384
SC46,2023/12/07,2364
SC46,2023/12/08,2349
SC46,2023/12/09,2338
SC46,2023/12/10,2330
SC46,2023/12/11,2323
SC46,2023/12/12,2319
SC46,2023/12/13,2315
SC46,2023/12/14,2312
SC46,2023/12/15,2310
SC46,2023/12/16,2309
SC46,2023/12/17,2307
SC46,2023/12/18,2307
SC46,2023/12/19,2306
SC46,2023/12/20,2305
SC46,2023/12/21,2305
SC46,2023/12/22,2305
SC46,2023/12/23,2305
SC46,2023/12/24,2304
SC46,2023/12/25,2304
SC46,2023/12/26,2304
SC46,2023/12/27,2304
SC46,2023/12/28,2304
SC46,2023/12/29,2304
SC46,2023/12/30,2304
SC34,2023/12/01,10185
SC34,2023/12/02,10297
SC34,2023/12/03,10357
SC34,2023/12/04,10389
SC34,2023/12/05,10406
SC34,2023/12/06,10416
SC34,2023/12/07,10421
SC34,2023/12/08,10424
SC34,2023/12/09,10425
SC34,2023/12/10,10426
SC34,2023/12/11,10426
SC34,2023/12/12,10427
SC34,2023/12/13,10427
SC34,2023/12/14,10427
SC34,2023/12/15,10427
SC34,2023/12/16,10427
SC34,2023/12/17,10427
SC34,2023/12/18,10427
SC34,2023/12/19,10427
SC34,2023/12/20,10427
SC34,2023/12/21,10427
SC34,2023/12/22,10427
SC34,2023/12/23,10427
SC34,2023/12/24,10427
SC34,2023/12/25,10427
SC34,2023/12/26,10427
SC34,2023/12/27,10427
SC34,2023/12/28,10427
SC34,2023/12/29,10427
SC34,2023/12/30,10427
SC14,2023/12/01,1791
SC14,2023/12/02,1791
SC14,2023/12/03,1791
SC14,2023/12/04,1791
SC14,2023/12/05,1791
SC14,2023/12/06,1791
SC14,2023/12/07,1791
SC14,2023/12/08,1791
SC14,2023/12/09,1791
SC14,2023/12/10,1791
SC14,2023/12/11,1791
SC14,2023/12/12,1791
SC14,2023/12/13,1791
SC14,2023/12/14,1791
SC14,2023/12/15,1791
SC14,2023/12/16,1791
SC14,2023/12/17,1791
SC14,2023/12/18,1791
SC14,2023/12/19,1791
SC14,2023/12/20,1791
SC14,2023/12/21,1791
SC14,2023/12/22,1791
SC14,2023/12/23,1791
SC14,2023/12/24,1791
SC14,2023/12/25,1791
SC14,2023/12/26,1791
SC14,2023/12/27,1791
SC14,2023/12/28,1791
SC14,2023/12/29,1791
SC14,2023/12/30,1791
SC51,2023/12/01,11078
SC51,2023/12/02,11203
SC51,2023/12/03,11261
SC51,2023/12/04,11287
SC51,2023/12/05,11300
SC51,2023/12/06,11305
SC51,2023/12/07,11308
SC51,2023/12/08,11309
SC51,2023/12/09,11309
SC51,2023/12/10,11310
SC51,2023/12/11,11310
SC51,2023/12/12,11310
SC51,2023/12/13,11310
SC51,2023/12/14,11310
SC51,2023/12/15,11310
SC51,2023/12/16,11310
SC51,2023/12/17,11310
SC51,2023/12/18,11310
SC51,2023/12/19,11310
SC51,2023/12/20,11310
SC51,2023/12/21,11310
SC51,2023/12/22,11310
SC51,2023/12/23,11310
SC51,2023/12/24,11310
SC51,2023/12/25,11310
SC51,2023/12/26,11310
SC51,2023/12/27,11310
SC51,2023/12/28,11310
SC51,2023/12/29,11310
SC51,2023/12/30,11310
SC26,2023/12/01,4710
SC26,2023/12/02,4765
SC26,2023/12/03,4792
SC26,2023/12/04,4805
SC26,2023/12/05,4811
SC26,2023/12/06,4814
SC26,2023/12/07,4816
SC26,2023/12/08,4817
SC26,2023/12/09,4817
SC26,2023/12/10,4817
SC26,2023/12/11,4817
SC26,2023/12/12,4817
SC26,2023/12/13,4817
SC26,2023/12/14,4818
SC26,2023/12/15,4818
SC26,2023/12/16,4818
SC26,2023/12/17,4818
SC26,2023/12/18,4818
SC26,2023/12/19,4818
SC26,2023/12/20,4818
SC26,2023/12/21,4818
SC26,2023/12/22,4818
SC26,2023/12/23,4818
SC26,2023/12/24,4818
SC26,2023/12/25,4818
SC26,2023/12/26,4818
SC26,2023/12/27,4818
SC26,2023/12/28,4818
SC26,2023/12/29,4818
SC26,2023/12/30,4818
SC32,2023/12/01,3311
SC32,2023/12/02,3393
SC32,2023/12/03,3410
SC32,2023/12/04,3408
SC32,2023/12/05,3404
SC32,2023/12/06,3402
SC32,2023/12/07,3401
SC32,2023/12/08,3400
SC32,2023/12/09,3400
SC32,2023/12/10,3400
SC32,2023/12/11,3400
SC32,2023/12/12,3400
SC32,2023/12/13,3400
SC32,2023/12/14,3400
SC32,2023/12/15,3400
SC32,2023/12/16,3400
SC32,2023/12/17,3400
SC32,2023/12/18,3400
SC32,2023/12/19,3400
SC32,2023/12/20,3400
SC32,2023/12/21,3400
SC32,2023/12/22,3400
SC32,2023/12/23,3400
SC32,2023/12/24,3400
SC32,2023/12/25,3400
SC32,2023/12/26,3400
SC32,2023/12/27,3400
SC32,2023/12/28,3400
SC32,2023/12/29,3400
SC32,2023/12/30,3400
SC24,2023/12/01,6689
SC24,2023/12/02,6918
SC24,2023/12/03,7028
SC24,2023/12/04,7080
SC24,2023/12/05,7105
SC24,2023/12/06,7118
SC24,2023/12/07,7123
SC24,2023/12/08,7126
SC24,2023/12/09,7127
SC24,2023/12/10,7128
SC24,2023/12/11,7128
SC24,2023/12/12,7128
SC24,2023/12/13,7129
SC24,2023/12/14,7129
SC24,2023/12/15,7129
SC24,2023/12/16,7129
SC24,2023/12/17,7129
SC24,2023/12/18,7129
SC24,2023/12/19,7129
SC24,2023/12/20,7129
SC24,2023/12/21,7129
SC24,2023/12/22,7129
SC24,2023/12/23,7129
SC24,2023/12/24,7129
SC24,2023/12/25,7129
SC24,2023/12/26,7129
SC24,2023/12/27,7129
SC24,2023/12/28,7129
SC24,2023/12/29,7129
SC24,2023/12/30,7129
SC4,2023/12/01,21196
SC4,2023/12/02,21196
SC4,2023/12/03,21196
SC4,2023/12/04,21196
SC4,2023/12/05,21196
SC4,2023/12/06,21196
SC4,2023/12/07,21196
SC4,2023/12/08,21196
SC4,2023/12/09,21196
SC4,2023/12/10,21196
SC4,2023/12/11,21196
SC4,2023/12/12,21196
SC4,2023/12/13,21196
SC4,2023/12/14,21196
SC4,2023/12/15,21196
SC4,2023/12/16,21196
SC4,2023/12/17,21196
SC4,2023/12/18,21196
SC4,2023/12/19,21196
SC4,2023/12/20,21196
SC4,2023/12/21,21196
SC4,2023/12/22,21196
SC4,2023/12/23,21196
SC4,2023/12/24,21196
SC4,2023/12/25,21196
SC4,2023/12/26,21196
SC4,2023/12/27,21196
SC4,2023/12/28,21196
SC4,2023/12/29,21196
SC4,2023/12/30,21196
SC28,2023/12/01,1220
SC28,2023/12/02,1220
SC28,2023/12/03,1220
SC28,2023/12/04,1220
SC28,2023/12/05,1220
SC28,2023/12/06,1220
SC28,2023/12/07,1220
SC28,2023/12/08,1220
SC28,2023/12/09,1220
SC28,2023/12/10,1220
SC28,2023/12/11,1220
SC28,2023/12/12,1220
SC28,2023/12/13,1220
SC28,2023/12/14,1220
SC28,2023/12/15,1220
SC28,2023/12/16,1220
SC28,2023/12/17,1220
SC28,2023/12/18,1220
SC28,2023/12/19,1220
SC28,2023/12/20,1220
SC28,2023/12/21,1220
SC28,2023/12/22,1220
SC28,2023/12/23,1220
SC28,2023/12/24,1220
SC28,2023/12/25,1220
SC28,2023/12/26,1220
SC28,2023/12/27,1220
SC28,2023/12/28,1220
SC28,2023/12/29,1220
SC28,2023/12/30,1220
SC41,2023/12/01,2249
SC41,2023/12/02,2367
SC41,2023/12/03,2424
SC41,2023/12/04,2452
SC41,2023/12/05,2466
SC41,2023/12/06,2472
SC41,2023/12/07,2476
SC41,2023/12/08,2477
SC41,2023/12/09,2478
SC41,2023/12/10,2478
SC41,2023/12/11,2478
SC41,2023/12/12,2479
SC41,2023/12/13,2479
SC41,2023/12/14,2479
SC41,2023/12/15,2479
SC41,2023/12/16,2479
SC41,2023/12/17,2479
SC41,2023/12/18,2479
SC41,2023/12/19,2479
SC41,2023/12/20,2479
SC41,2023/12/21,2479
SC41,2023/12/22,2479
SC41,2023/12/23,2479
SC41,2023/12/24,2479
SC41,2023/12/25,2479
SC41,2023/12/26,2479
SC41,2023/12/27,2479
SC41,2023/12/28,2479
SC41,2023/12/29,2479
SC41,2023/12/30,2479
SC17,2023/12/01,18811
SC17,2023/12/02,18645
SC17,2023/12/03,18645
SC17,2023/12/04,18645
SC17,2023/12/05,18645
SC17,2023/12/06,18645
SC17,2023/12/07,18645
SC17,2023/12/08,18645
SC17,2023/12/09,18645
SC17,2023/12/10,18645
SC17,2023/12/11,18645
SC17,2023/12/12,18645
SC17,2023/12/13,18645
SC17,2023/12/14,18645
SC17,2023/12/15,18645
SC17,2023/12/16,18645
SC17,2023/12/17,18645
SC17,2023/12/18,18645
SC17,2023/12/19,18645
SC17,2023/12/20,18645
SC17,2023/12/21,18645
SC17,2023/12/22,18645
SC17,2023/12/23,18645
SC17,2023/12/24,18645
SC17,2023/12/25,18645
SC17,2023/12/26,18645
SC17,2023/12/27,18645
SC17,2023/12/28,18645
SC17,2023/12/29,18645
SC17,2023/12/30,18645
SC40,2023/12/01,3257
SC40,2023/12/02,3166
SC40,2023/12/03,3164
SC40,2023/12/04,3166
SC40,2023/12/05,3164
SC40,2023/12/06,3166
SC40,2023/12/07,3165
SC40,2023/12/08,3166
SC40,2023/12/09,3165
SC40,2023/12/10,3166
SC40,2023/12/11,3165
SC40,2023/12/12,3166
SC40,2023/12/13,3165
SC40,2023/12/14,3166
SC40,2023/12/15,3165
SC40,2023/12/16,3166
SC40,2023/12/17,3165
SC40,2023/12/18,3166
SC40,2023/12/19,3165
SC40,2023/12/20,3166
SC40,2023/12/21,3165
SC40,2023/12/22,3166
SC40,2023/12/23,3165
SC40,2023/12/24,3165
SC40,2023/12/25,3165
SC40,2023/12/26,3165
SC40,2023/12/27,3165
SC40,2023/12/28,3165
SC40,2023/12/29,3165
SC40,2023/12/30,3165
SC7,2023/12/01,32339
SC7,2023/12/02,33099
SC7,2023/12/03,33292
SC7,2023/12/04,33259
SC7,2023/12/05,33313
SC7,2023/12/06,33267
SC7,2023/12/07,33310
SC7,2023/12/08,33270
SC7,2023/12/09,33307
SC7,2023/12/10,33273
SC7,2023/12/11,33304
SC7,2023/12/12,33275
SC7,2023/12/13,33302
SC7,2023/12/14,33277
SC7,2023/12/15,33300
SC7,2023/12/16,33279
SC7,2023/12/17,33299
SC7,2023/12/18,33281
SC7,2023/12/19,33297
SC7,2023/12/20,33282
SC7,2023/12/21,33296
SC7,2023/12/22,33283
SC7,2023/12/23,33295
SC7,2023/12/24,33284
SC7,2023/12/25,33294
SC7,2023/12/26,33285
SC7,2023/12/27,33293
SC7,2023/12/28,33285
SC7,2023/12/29,33293
SC7,2023/12/30,33286
SC60,2023/12/01,61164
SC60,2023/12/02,61164
SC60,2023/12/03,61164
SC60,2023/12/04,61164
SC60,2023/12/05,61164
SC60,2023/12/06,61164
SC60,2023/12/07,61164
SC60,2023/12/08,61164
SC60,2023/12/09,61164
SC60,2023/12/10,61164
SC60,2023/12/11,61164
SC60,2023/12/12,61164
SC60,2023/12/13,61164
SC60,2023/12/14,61164
SC60,2023/12/15,61164
SC60,2023/12/16,61164
SC60,2023/12/17,61164
SC60,2023/12/18,61164
SC60,2023/12/19,61164
SC60,2023/12/20,61164
SC60,2023/12/21,61164
SC60,2023/12/22,61164
SC60,2023/12/23,61164
SC60,2023/12/24,61164
SC60,2023/12/25,61164
SC60,2023/12/26,61164
SC60,2023/12/27,61164
SC60,2023/12/28,61164
SC60,2023/12/29,61164
SC60,2023/12/30,61164
SC10,2023/12/01,38939
SC10,2023/12/02,38502
SC10,2023/12/03,38314
SC10,2023/12/04,38351
SC10,2023/12/05,38037
SC10,2023/12/06,38361
SC10,2023/12/07,38883
SC10,2023/12/08,38996
SC10,2023/12/09,39407
SC10,2023/12/10,39412
SC10,2023/12/11,39041
SC10,2023/12/12,39196
SC10,2023/12/13,39226
SC10,2023/12/14,39199
SC10,2023/12/15,39175
SC10,2023/12/16,39157
SC10,2023/12/17,39148
SC10,2023/12/18,39148
SC10,2023/12/19,39155
SC10,2023/12/20,39166
SC10,2023/12/21,39178
SC10,2023/12/22,39187
SC10,2023/12/23,39194
SC10,2023/12/24,39196
SC10,2023/12/25,39195
SC10,2023/12/26,39191
SC10,2023/12/27,39186
SC10,2023/12/28,39181
SC10,2023/12/29,39177
SC10,2023/12/30,39175
SC35,2023/12/01,29664
SC35,2023/12/02,30086
SC35,2023/12/03,30515
SC35,2023/12/04,30203
SC35,2023/12/05,30345
SC35,2023/12/06,30370
SC35,2023/12/07,30348
SC35,2023/12/08,30508
SC35,2023/12/09,30604
SC35,2023/12/10,30476
SC35,2023/12/11,30377
SC35,2023/12/12,30556
SC35,2023/12/13,30568
SC35,2023/12/14,30520
SC35,2023/12/15,30471
SC35,2023/12/16,30506
SC35,2023/12/17,30490
SC35,2023/12/18,30487
SC35,2023/12/19,30490
SC35,2023/12/20,30471
SC35,2023/12/21,30460
SC35,2023/12/22,30475
SC35,2023/12/23,30486
SC35,2023/12/24,30466
SC35,2023/12/25,30465
SC35,2023/12/26,30470
SC35,2023/12/27,30476
SC35,2023/12/28,30472
SC35,2023/12/29,30473
SC35,2023/12/30,30474
SC3,2023/12/01,12563
SC3,2023/12/02,12871
SC3,2023/12/03,12961
SC3,2023/12/04,12773
SC3,2023/12/05,12859
SC3,2023/12/06,12805
SC3,2023/12/07,12939
SC3,2023/12/08,13079
SC3,2023/12/09,13129
SC3,2023/12/10,13143
SC3,2023/12/11,13048
SC3,2023/12/12,13086
SC3,2023/12/13,13096
SC3,2023/12/14,13060
SC3,2023/12/15,13045
SC3,2023/12/16,13039
SC3,2023/12/17,13036
SC3,2023/12/18,13035
SC3,2023/12/19,13035
SC3,2023/12/20,13034
SC3,2023/12/21,13034
SC3,2023/12/22,13034
SC3,2023/12/23,13034
SC3,2023/12/24,13034
SC3,2023/12/25,13034
SC3,2023/12/26,13034
SC3,2023/12/27,13034
SC3,2023/12/28,13034
SC3,2023/12/29,13034
SC3,2023/12/30,13034
SC30,2023/12/01,4339
SC30,2023/12/02,4332
SC30,2023/12/03,4332
SC30,2023/12/04,4332
SC30,2023/12/05,4332
SC30,2023/12/06,4332
SC30,2023/12/07,4332
SC30,2023/12/08,4332
SC30,2023/12/09,4332
SC30,2023/12/10,4332
SC30,2023/12/11,4332
SC30,2023/12/12,4332
SC30,2023/12/13,4332
SC30,2023/12/14,4332
SC30,2023/12/15,4332
SC30,2023/12/16,4332
SC30,2023/12/17,4332
SC30,2023/12/18,4332
SC30,2023/12/19,4332
SC30,2023/12/20,4332
SC30,2023/12/21,4332
SC30,2023/12/22,4332
SC30,2023/12/23,4332
SC30,2023/12/24,4332
SC30,2023/12/25,4332
SC30,2023/12/26,4332
SC30,2023/12/27,4332
SC30,2023/12/28,4332
SC30,2023/12/29,4332
SC30,2023/12/30,4332
SC55,2023/12/01,3851
SC55,2023/12/02,4006
SC55,2023/12/03,4071
SC55,2023/12/04,4098
SC55,2023/12/05,4109
SC55,2023/12/06,4114
SC55,2023/12/07,4116
SC55,2023/12/08,4117
SC55,2023/12/09,4117
SC55,2023/12/10,4117
SC55,2023/12/11,4117
SC55,2023/12/12,4117
SC55,2023/12/13,4117
SC55,2023/12/14,4117
SC55,2023/12/15,4117
SC55,2023/12/16,4117
SC55,2023/12/17,4117
SC55,2023/12/18,4117
SC55,2023/12/19,4117
SC55,2023/12/20,4117
SC55,2023/12/21,4117
SC55,2023/12/22,4117
SC55,2023/12/23,4117
SC55,2023/12/24,4117
SC55,2023/12/25,4117
SC55,2023/12/26,4117
SC55,2023/12/27,4117
SC55,2023/12/28,4117
SC55,2023/12/29,4117
SC55,2023/12/30,4117
SC6,2023/12/01,27548
SC6,2023/12/02,28256
SC6,2023/12/03,28256
SC6,2023/12/04,28256
SC6,2023/12/05,28256
SC6,2023/12/06,28256
SC6,2023/12/07,28256
SC6,2023/12/08,28256
SC6,2023/12/09,28256
SC6,2023/12/10,28256
SC6,2023/12/11,28256
SC6,2023/12/12,28256
SC6,2023/12/13,28256
SC6,2023/12/14,28256
SC6,2023/12/15,28256
SC6,2023/12/16,28256
SC6,2023/12/17,28256
SC6,2023/12/18,28256
SC6,2023/12/19,28256
SC6,2023/12/20,28256
SC6,2023/12/21,28256
SC6,2023/12/22,28256
SC6,2023/12/23,28256
SC6,2023/12/24,28256
SC6,2023/12/25,28256
SC6,2023/12/26,28256
SC6,2023/12/27,28256
SC6,2023/12/28,28256
SC6,2023/12/29,28256
SC6,2023/12/30,28256
SC22,2023/12/01,10656
SC22,2023/12/02,10656
SC22,2023/12/03,10656
SC22,2023/12/04,10656
SC22,2023/12/05,10656
SC22,2023/12/06,10656
SC22,2023/12/07,10656
SC22,2023/12/08,10656
SC22,2023/12/09,10656
SC22,2023/12/10,10656
SC22,2023/12/11,10656
SC22,2023/12/12,10656
SC22,2023/12/13,10656
SC22,2023/12/14,10656
SC22,2023/12/15,10656
SC22,2023/12/16,10656
SC22,2023/12/17,10656
SC22,2023/12/18,10656
SC22,2023/12/19,10656
SC22,2023/12/20,10656
SC22,2023/12/21,10656
SC22,2023/12/22,10656
SC22,2023/12/23,10656
SC22,2023/12/24,10656
SC22,2023/12/25,10656
SC22,2023/12/26,10656
SC22,2023/12/27,10656
SC22,2023/12/28,10656
SC22,2023/12/29,10656
SC22,2023/12/30,10656
SC56,2023/12/01,2287
SC56,2023/12/02,2306
SC56,2023/12/03,2315
SC56,2023/12/04,2320
SC56,2023/12/05,2323
SC56,2023/12/06,2324
SC56,2023/12/07,2324
SC56,2023/12/08,2325
SC56,2023/12/09,2325
SC56,2023/12/10,2325
SC56,2023/12/11,2325
SC56,2023/12/12,2325
SC56,2023/12/13,2325
SC56,2023/12/14,2325
SC56,2023/12/15,2325
SC56,2023/12/16,2325
SC56,2023/12/17,2325
SC56,2023/12/18,2325
SC56,2023/12/19,2325
SC56,2023/12/20,2325
SC56,2023/12/21,2325
SC56,2023/12/22,2325
SC56,2023/12/23,2325
SC56,2023/12/24,2325
SC56,2023/12/25,2325
SC56,2023/12/26,2325
SC56,2023/12/27,2325
SC56,2023/12/28,2325
SC56,2023/12/29,2325
SC56,2023/12/30,2325
SC25,2023/12/01,44946
SC25,2023/12/02,44946
SC25,2023/12/03,44946
SC25,2023/12/04,44946
SC25,2023/12/05,44946
SC25,2023/12/06,44946
SC25,2023/12/07,44946
SC25,2023/12/08,44946
SC25,2023/12/09,44946
SC25,2023/12/10,44946
SC25,2023/12/11,44946
SC25,2023/12/12,44946
SC25,2023/12/13,44946
SC25,2023/12/14,44946
SC25,2023/12/15,44946
SC25,2023/12/16,44946
SC25,2023/12/17,44946
SC25,2023/12/18,44946
SC25,2023/12/19,44946
SC25,2023/12/20,44946
SC25,2023/12/21,44946
SC25,2023/12/22,44946
SC25,2023/12/23,44946
SC25,2023/12/24,44946
SC25,2023/12/25,44946
SC25,2023/12/26,44946
SC25,2023/12/27,44946
SC25,2023/12/28,44946
SC25,2023/12/29,44946
SC25,2023/12/30,44946
