分拣中心,日期,小时,货量
SC15,2023/12/17,13,276.0
SC15,2023/12/17,14,276.0
SC15,2023/12/17,15,276.0
SC15,2023/12/17,16,276.0
SC15,2023/12/17,17,276.0
SC15,2023/12/17,18,276.0
SC15,2023/12/17,19,276.0
SC15,2023/12/17,20,276.0
SC15,2023/12/17,21,276.0
SC15,2023/12/17,22,276.0
SC15,2023/12/17,23,276.0
SC15,2023/12/18,0,276.0
SC15,2023/12/18,1,276.0
SC15,2023/12/18,2,276.0
SC15,2023/12/18,3,276.0
SC15,2023/12/18,4,276.0
SC15,2023/12/18,5,276.0
SC15,2023/12/18,6,276.0
SC15,2023/12/18,7,276.0
SC15,2023/12/18,8,276.0
SC15,2023/12/18,9,276.0
SC15,2023/12/18,10,276.0
SC15,2023/12/18,11,276.0
SC15,2023/12/18,12,276.0
SC15,2023/12/18,13,276.0
SC15,2023/12/18,14,276.0
SC15,2023/12/18,15,276.0
SC15,2023/12/18,16,276.0
SC15,2023/12/18,17,276.0
SC15,2023/12/18,18,276.0
SC15,2023/12/18,19,276.0
SC15,2023/12/18,20,276.0
SC15,2023/12/18,21,276.0
SC15,2023/12/18,22,276.0
SC15,2023/12/18,23,276.0
SC15,2023/12/19,0,276.0
SC15,2023/12/19,1,276.0
SC15,2023/12/19,2,276.0
SC15,2023/12/19,3,276.0
SC15,2023/12/19,4,276.0
SC15,2023/12/19,5,276.0
SC15,2023/12/19,6,276.0
SC15,2023/12/19,7,276.0
SC15,2023/12/19,8,276.0
SC15,2023/12/19,9,276.0
SC15,2023/12/19,10,276.0
SC15,2023/12/19,11,276.0
SC15,2023/12/19,12,276.0
SC15,2023/12/19,13,276.0
SC15,2023/12/19,14,276.0
SC15,2023/12/19,15,276.0
SC15,2023/12/19,16,276.0
SC15,2023/12/19,17,276.0
SC15,2023/12/19,18,276.0
SC15,2023/12/19,19,276.0
SC15,2023/12/19,20,276.0
SC15,2023/12/19,21,276.0
SC15,2023/12/19,22,276.0
SC15,2023/12/19,23,276.0
SC15,2023/12/20,0,276.0
SC15,2023/12/20,1,276.0
SC15,2023/12/20,2,276.0
SC15,2023/12/20,3,276.0
SC15,2023/12/20,4,276.0
SC15,2023/12/20,5,276.0
SC15,2023/12/20,6,276.0
SC15,2023/12/20,7,276.0
SC15,2023/12/20,8,276.0
SC15,2023/12/20,9,276.0
SC15,2023/12/20,10,276.0
SC15,2023/12/20,11,276.0
SC15,2023/12/20,12,276.0
SC15,2023/12/20,13,276.0
SC15,2023/12/20,14,276.0
SC15,2023/12/20,15,276.0
SC15,2023/12/20,16,276.0
SC15,2023/12/20,17,276.0
SC15,2023/12/20,18,276.0
SC15,2023/12/20,19,276.0
SC15,2023/12/20,20,276.0
SC15,2023/12/20,21,276.0
SC15,2023/12/20,22,276.0
SC15,2023/12/20,23,276.0
SC15,2023/12/21,0,276.0
SC15,2023/12/21,1,276.0
SC15,2023/12/21,2,276.0
SC15,2023/12/21,3,276.0
SC15,2023/12/21,4,276.0
SC15,2023/12/21,5,276.0
SC15,2023/12/21,6,276.0
SC15,2023/12/21,7,276.0
SC15,2023/12/21,8,276.0
SC15,2023/12/21,9,276.0
SC15,2023/12/21,10,276.0
SC15,2023/12/21,11,276.0
SC15,2023/12/21,12,276.0
SC15,2023/12/21,13,276.0
SC15,2023/12/21,14,276.0
SC15,2023/12/21,15,276.0
SC15,2023/12/21,16,276.0
SC15,2023/12/21,17,276.0
SC15,2023/12/21,18,276.0
SC15,2023/12/21,19,276.0
SC15,2023/12/21,20,276.0
SC15,2023/12/21,21,276.0
SC15,2023/12/21,22,276.0
SC15,2023/12/21,23,276.0
SC15,2023/12/22,0,276.0
SC15,2023/12/22,1,276.0
SC15,2023/12/22,2,276.0
SC15,2023/12/22,3,276.0
SC15,2023/12/22,4,276.0
SC15,2023/12/22,5,276.0
SC15,2023/12/22,6,276.0
SC15,2023/12/22,7,276.0
SC15,2023/12/22,8,276.0
SC15,2023/12/22,9,276.0
SC15,2023/12/22,10,276.0
SC15,2023/12/22,11,276.0
SC15,2023/12/22,12,276.0
SC15,2023/12/22,13,276.0
SC15,2023/12/22,14,276.0
SC15,2023/12/22,15,276.0
SC15,2023/12/22,16,276.0
SC15,2023/12/22,17,276.0
SC15,2023/12/22,18,276.0
SC15,2023/12/22,19,276.0
SC15,2023/12/22,20,276.0
SC15,2023/12/22,21,276.0
SC15,2023/12/22,22,276.0
SC15,2023/12/22,23,276.0
SC15,2023/12/23,0,276.0
SC15,2023/12/23,1,276.0
SC15,2023/12/23,2,276.0
SC15,2023/12/23,3,276.0
SC15,2023/12/23,4,276.0
SC15,2023/12/23,5,276.0
SC15,2023/12/23,6,276.0
SC15,2023/12/23,7,276.0
SC15,2023/12/23,8,276.0
SC15,2023/12/23,9,276.0
SC15,2023/12/23,10,276.0
SC15,2023/12/23,11,276.0
SC15,2023/12/23,12,276.0
SC15,2023/12/23,13,276.0
SC15,2023/12/23,14,276.0
SC15,2023/12/23,15,276.0
SC15,2023/12/23,16,276.0
SC15,2023/12/23,17,276.0
SC15,2023/12/23,18,276.0
SC15,2023/12/23,19,276.0
SC15,2023/12/23,20,276.0
SC15,2023/12/23,21,276.0
SC15,2023/12/23,22,276.0
SC15,2023/12/23,23,276.0
SC15,2023/12/24,0,276.0
SC15,2023/12/24,1,276.0
SC15,2023/12/24,2,276.0
SC15,2023/12/24,3,276.0
SC15,2023/12/24,4,276.0
SC15,2023/12/24,5,276.0
SC15,2023/12/24,6,276.0
SC15,2023/12/24,7,276.0
SC15,2023/12/24,8,276.0
SC15,2023/12/24,9,276.0
SC15,2023/12/24,10,276.0
SC15,2023/12/24,11,276.0
SC15,2023/12/24,12,276.0
SC15,2023/12/24,13,276.0
SC15,2023/12/24,14,276.0
SC15,2023/12/24,15,276.0
SC15,2023/12/24,16,276.0
SC15,2023/12/24,17,276.0
SC15,2023/12/24,18,276.0
SC15,2023/12/24,19,276.0
SC15,2023/12/24,20,276.0
SC15,2023/12/24,21,276.0
SC15,2023/12/24,22,276.0
SC15,2023/12/24,23,276.0
SC15,2023/12/25,0,276.0
SC15,2023/12/25,1,276.0
SC15,2023/12/25,2,276.0
SC15,2023/12/25,3,276.0
SC15,2023/12/25,4,276.0
SC15,2023/12/25,5,276.0
SC15,2023/12/25,6,276.0
SC15,2023/12/25,7,276.0
SC15,2023/12/25,8,276.0
SC15,2023/12/25,9,276.0
SC15,2023/12/25,10,276.0
SC15,2023/12/25,11,276.0
SC15,2023/12/25,12,276.0
SC15,2023/12/25,13,276.0
SC15,2023/12/25,14,276.0
SC15,2023/12/25,15,276.0
SC15,2023/12/25,16,276.0
SC15,2023/12/25,17,276.0
SC15,2023/12/25,18,276.0
SC15,2023/12/25,19,276.0
SC15,2023/12/25,20,276.0
SC15,2023/12/25,21,276.0
SC15,2023/12/25,22,276.0
SC15,2023/12/25,23,276.0
SC15,2023/12/26,0,276.0
SC15,2023/12/26,1,276.0
SC15,2023/12/26,2,276.0
SC15,2023/12/26,3,276.0
SC15,2023/12/26,4,276.0
SC15,2023/12/26,5,276.0
SC15,2023/12/26,6,276.0
SC15,2023/12/26,7,276.0
SC15,2023/12/26,8,276.0
SC15,2023/12/26,9,276.0
SC15,2023/12/26,10,276.0
SC15,2023/12/26,11,276.0
SC15,2023/12/26,12,276.0
SC15,2023/12/26,13,276.0
SC15,2023/12/26,14,276.0
SC15,2023/12/26,15,276.0
SC15,2023/12/26,16,276.0
SC15,2023/12/26,17,276.0
SC15,2023/12/26,18,276.0
SC15,2023/12/26,19,276.0
SC15,2023/12/26,20,276.0
SC15,2023/12/26,21,276.0
SC15,2023/12/26,22,276.0
SC15,2023/12/26,23,276.0
SC15,2023/12/27,0,276.0
SC15,2023/12/27,1,276.0
SC15,2023/12/27,2,276.0
SC15,2023/12/27,3,276.0
SC15,2023/12/27,4,276.0
SC15,2023/12/27,5,276.0
SC15,2023/12/27,6,276.0
SC15,2023/12/27,7,276.0
SC15,2023/12/27,8,276.0
SC15,2023/12/27,9,276.0
SC15,2023/12/27,10,276.0
SC15,2023/12/27,11,276.0
SC15,2023/12/27,12,276.0
SC15,2023/12/27,13,276.0
SC15,2023/12/27,14,276.0
SC15,2023/12/27,15,276.0
SC15,2023/12/27,16,276.0
SC15,2023/12/27,17,276.0
SC15,2023/12/27,18,276.0
SC15,2023/12/27,19,276.0
SC15,2023/12/27,20,276.0
SC15,2023/12/27,21,276.0
SC15,2023/12/27,22,276.0
SC15,2023/12/27,23,276.0
SC15,2023/12/28,0,276.0
SC15,2023/12/28,1,276.0
SC15,2023/12/28,2,276.0
SC15,2023/12/28,3,276.0
SC15,2023/12/28,4,276.0
SC15,2023/12/28,5,276.0
SC15,2023/12/28,6,276.0
SC15,2023/12/28,7,276.0
SC15,2023/12/28,8,276.0
SC15,2023/12/28,9,276.0
SC15,2023/12/28,10,276.0
SC15,2023/12/28,11,276.0
SC15,2023/12/28,12,276.0
SC15,2023/12/28,13,276.0
SC15,2023/12/28,14,276.0
SC15,2023/12/28,15,276.0
SC15,2023/12/28,16,276.0
SC15,2023/12/28,17,276.0
SC15,2023/12/28,18,276.0
SC15,2023/12/28,19,276.0
SC15,2023/12/28,20,276.0
SC15,2023/12/28,21,276.0
SC15,2023/12/28,22,276.0
SC15,2023/12/28,23,276.0
SC15,2023/12/29,0,276.0
SC15,2023/12/29,1,276.0
SC15,2023/12/29,2,276.0
SC15,2023/12/29,3,276.0
SC15,2023/12/29,4,276.0
SC15,2023/12/29,5,276.0
SC15,2023/12/29,6,276.0
SC15,2023/12/29,7,276.0
SC15,2023/12/29,8,276.0
SC15,2023/12/29,9,276.0
SC15,2023/12/29,10,276.0
SC15,2023/12/29,11,276.0
SC15,2023/12/29,12,276.0
SC15,2023/12/29,13,276.0
SC15,2023/12/29,14,276.0
SC15,2023/12/29,15,276.0
SC15,2023/12/29,16,276.0
SC15,2023/12/29,17,276.0
SC15,2023/12/29,18,276.0
SC15,2023/12/29,19,276.0
SC15,2023/12/29,20,276.0
SC15,2023/12/29,21,276.0
SC15,2023/12/29,22,276.0
SC15,2023/12/29,23,276.0
SC15,2023/12/30,0,276.0
SC15,2023/12/30,1,276.0
SC15,2023/12/30,2,276.0
SC15,2023/12/30,3,276.0
SC15,2023/12/30,4,276.0
SC15,2023/12/30,5,276.0
SC15,2023/12/30,6,276.0
SC15,2023/12/30,7,276.0
SC15,2023/12/30,8,276.0
SC15,2023/12/30,9,276.0
SC15,2023/12/30,10,276.0
SC15,2023/12/30,11,276.0
SC15,2023/12/30,12,276.0
SC15,2023/12/30,13,276.0
SC15,2023/12/30,14,276.0
SC15,2023/12/30,15,276.0
SC15,2023/12/30,16,276.0
SC15,2023/12/30,17,276.0
SC15,2023/12/30,18,276.0
SC15,2023/12/30,19,276.0
SC15,2023/12/30,20,276.0
SC15,2023/12/30,21,276.0
SC15,2023/12/30,22,276.0
SC15,2023/12/30,23,276.0
SC56,2023/12/01,0,169.0
SC56,2023/12/01,1,176.0
SC56,2023/12/01,2,182.0
SC56,2023/12/01,3,166.0
SC56,2023/12/01,4,171.0
SC56,2023/12/01,5,207.0
SC56,2023/12/01,6,150.0
SC56,2023/12/01,7,176.0
SC56,2023/12/01,8,174.0
SC56,2023/12/01,9,159.0
SC56,2023/12/01,10,184.0
SC56,2023/12/01,11,193.0
SC56,2023/12/01,12,141.0
SC56,2023/12/01,13,162.0
SC56,2023/12/01,14,159.0
SC56,2023/12/01,15,170.0
SC56,2023/12/01,16,172.0
SC56,2023/12/01,17,176.0
SC56,2023/12/01,18,147.0
SC56,2023/12/01,19,195.0
SC56,2023/12/01,20,200.0
SC56,2023/12/01,21,202.0
SC56,2023/12/01,22,187.0
SC56,2023/12/01,23,191.0
SC56,2023/12/02,0,182.0
SC56,2023/12/02,1,189.0
SC56,2023/12/02,2,194.0
SC56,2023/12/02,3,179.0
SC56,2023/12/02,4,184.0
SC56,2023/12/02,5,218.0
SC56,2023/12/02,6,164.0
SC56,2023/12/02,7,189.0
SC56,2023/12/02,8,186.0
SC56,2023/12/02,9,173.0
SC56,2023/12/02,10,196.0
SC56,2023/12/02,11,204.0
SC56,2023/12/02,12,156.0
SC56,2023/12/02,13,176.0
SC56,2023/12/02,14,173.0
SC56,2023/12/02,15,183.0
SC56,2023/12/02,16,185.0
SC56,2023/12/02,17,188.0
SC56,2023/12/02,18,161.0
SC56,2023/12/02,19,206.0
SC56,2023/12/02,20,211.0
SC56,2023/12/02,21,213.0
SC56,2023/12/02,22,199.0
SC56,2023/12/02,23,203.0
SC56,2023/12/03,0,194.0
SC56,2023/12/03,1,200.0
SC56,2023/12/03,2,205.0
SC56,2023/12/03,3,191.0
SC56,2023/12/03,4,196.0
SC56,2023/12/03,5,228.0
SC56,2023/12/03,6,178.0
SC56,2023/12/03,7,200.0
SC56,2023/12/03,8,198.0
SC56,2023/12/03,9,186.0
SC56,2023/12/03,10,207.0
SC56,2023/12/03,11,215.0
SC56,2023/12/03,12,170.0
SC56,2023/12/03,13,188.0
SC56,2023/12/03,14,185.0
SC56,2023/12/03,15,195.0
SC56,2023/12/03,16,197.0
SC56,2023/12/03,17,200.0
SC56,2023/12/03,18,175.0
SC56,2023/12/03,19,217.0
SC56,2023/12/03,20,222.0
SC56,2023/12/03,21,223.0
SC56,2023/12/03,22,210.0
SC56,2023/12/03,23,214.0
SC56,2023/12/04,0,205.0
SC56,2023/12/04,1,211.0
SC56,2023/12/04,2,216.0
SC56,2023/12/04,3,203.0
SC56,2023/12/04,4,207.0
SC56,2023/12/04,5,237.0
SC56,2023/12/04,6,190.0
SC56,2023/12/04,7,211.0
SC56,2023/12/04,8,209.0
SC56,2023/12/04,9,198.0
SC56,2023/12/04,10,218.0
SC56,2023/12/04,11,225.0
SC56,2023/12/04,12,183.0
SC56,2023/12/04,13,200.0
SC56,2023/12/04,14,197.0
SC56,2023/12/04,15,206.0
SC56,2023/12/04,16,208.0
SC56,2023/12/04,17,211.0
SC56,2023/12/04,18,188.0
SC56,2023/12/04,19,227.0
SC56,2023/12/04,20,231.0
SC56,2023/12/04,21,233.0
SC56,2023/12/04,22,220.0
SC56,2023/12/04,23,224.0
SC56,2023/12/05,0,216.0
SC56,2023/12/05,1,222.0
SC56,2023/12/05,2,226.0
SC56,2023/12/05,3,214.0
SC56,2023/12/05,4,218.0
SC56,2023/12/05,5,245.0
SC56,2023/12/05,6,202.0
SC56,2023/12/05,7,222.0
SC56,2023/12/05,8,220.0
SC56,2023/12/05,9,209.0
SC56,2023/12/05,10,227.0
SC56,2023/12/05,11,235.0
SC56,2023/12/05,12,195.0
SC56,2023/12/05,13,211.0
SC56,2023/12/05,14,209.0
SC56,2023/12/05,15,217.0
SC56,2023/12/05,16,219.0
SC56,2023/12/05,17,221.0
SC56,2023/12/05,18,199.0
SC56,2023/12/05,19,236.0
SC56,2023/12/05,20,240.0
SC56,2023/12/05,21,242.0
SC56,2023/12/05,22,230.0
SC56,2023/12/05,23,233.0
SC56,2023/12/06,0,226.0
SC56,2023/12/06,1,231.0
SC56,2023/12/06,2,235.0
SC56,2023/12/06,3,224.0
SC56,2023/12/06,4,228.0
SC56,2023/12/06,5,254.0
SC56,2023/12/06,6,213.0
SC56,2023/12/06,7,231.0
SC56,2023/12/06,8,230.0
SC56,2023/12/06,9,219.0
SC56,2023/12/06,10,237.0
SC56,2023/12/06,11,243.0
SC56,2023/12/06,12,206.0
SC56,2023/12/06,13,221.0
SC56,2023/12/06,14,219.0
SC56,2023/12/06,15,227.0
SC56,2023/12/06,16,229.0
SC56,2023/12/06,17,231.0
SC56,2023/12/06,18,210.0
SC56,2023/12/06,19,245.0
SC56,2023/12/06,20,249.0
SC56,2023/12/06,21,250.0
SC56,2023/12/06,22,239.0
SC56,2023/12/06,23,242.0
SC56,2023/12/07,0,236.0
SC56,2023/12/07,1,240.0
SC56,2023/12/07,2,244.0
SC56,2023/12/07,3,233.0
SC56,2023/12/07,4,237.0
SC56,2023/12/07,5,261.0
SC56,2023/12/07,6,223.0
SC56,2023/12/07,7,240.0
SC56,2023/12/07,8,239.0
SC56,2023/12/07,9,229.0
SC56,2023/12/07,10,245.0
SC56,2023/12/07,11,252.0
SC56,2023/12/07,12,217.0
SC56,2023/12/07,13,231.0
SC56,2023/12/07,14,229.0
SC56,2023/12/07,15,236.0
SC56,2023/12/07,16,238.0
SC56,2023/12/07,17,240.0
SC56,2023/12/07,18,221.0
SC56,2023/12/07,19,253.0
SC56,2023/12/07,20,257.0
SC56,2023/12/07,21,258.0
SC56,2023/12/07,22,248.0
SC56,2023/12/07,23,251.0
SC56,2023/12/08,0,244.0
SC56,2023/12/08,1,249.0
SC56,2023/12/08,2,252.0
SC56,2023/12/08,3,242.0
SC56,2023/12/08,4,246.0
SC56,2023/12/08,5,268.0
SC56,2023/12/08,6,232.0
SC56,2023/12/08,7,249.0
SC56,2023/12/08,8,247.0
SC56,2023/12/08,9,238.0
SC56,2023/12/08,10,254.0
SC56,2023/12/08,11,259.0
SC56,2023/12/08,12,227.0
SC56,2023/12/08,13,240.0
SC56,2023/12/08,14,238.0
SC56,2023/12/08,15,245.0
SC56,2023/12/08,16,247.0
SC56,2023/12/08,17,249.0
SC56,2023/12/08,18,231.0
SC56,2023/12/08,19,261.0
SC56,2023/12/08,20,264.0
SC56,2023/12/08,21,265.0
SC56,2023/12/08,22,256.0
SC56,2023/12/08,23,258.0
SC56,2023/12/09,0,252.0
SC56,2023/12/09,1,257.0
SC56,2023/12/09,2,260.0
SC56,2023/12/09,3,251.0
SC56,2023/12/09,4,254.0
SC56,2023/12/09,5,275.0
SC56,2023/12/09,6,241.0
SC56,2023/12/09,7,257.0
SC56,2023/12/09,8,255.0
SC56,2023/12/09,9,247.0
SC56,2023/12/09,10,261.0
SC56,2023/12/09,11,267.0
SC56,2023/12/09,12,236.0
SC56,2023/12/09,13,249.0
SC56,2023/12/09,14,247.0
SC56,2023/12/09,15,253.0
SC56,2023/12/09,16,255.0
SC56,2023/12/09,17,256.0
SC56,2023/12/09,18,240.0
SC56,2023/12/09,19,268.0
SC56,2023/12/09,20,271.0
SC56,2023/12/09,21,272.0
SC56,2023/12/09,22,263.0
SC56,2023/12/09,23,266.0
SC56,2023/12/10,0,260.0
SC56,2023/12/10,1,264.0
SC56,2023/12/10,2,267.0
SC56,2023/12/10,3,258.0
SC56,2023/12/10,4,261.0
SC56,2023/12/10,5,281.0
SC56,2023/12/10,6,250.0
SC56,2023/12/10,7,264.0
SC56,2023/12/10,8,263.0
SC56,2023/12/10,9,255.0
SC56,2023/12/10,10,268.0
SC56,2023/12/10,11,273.0
SC56,2023/12/10,12,245.0
SC56,2023/12/10,13,256.0
SC56,2023/12/10,14,255.0
SC56,2023/12/10,15,261.0
SC56,2023/12/10,16,262.0
SC56,2023/12/10,17,264.0
SC56,2023/12/10,18,248.0
SC56,2023/12/10,19,274.0
SC56,2023/12/10,20,277.0
SC56,2023/12/10,21,278.0
SC56,2023/12/10,22,270.0
SC56,2023/12/10,23,272.0
SC56,2023/12/11,0,267.0
SC56,2023/12/11,1,271.0
SC56,2023/12/11,2,274.0
SC56,2023/12/11,3,266.0
SC56,2023/12/11,4,269.0
SC56,2023/12/11,5,287.0
SC56,2023/12/11,6,258.0
SC56,2023/12/11,7,271.0
SC56,2023/12/11,8,270.0
SC56,2023/12/11,9,262.0
SC56,2023/12/11,10,275.0
SC56,2023/12/11,11,280.0
SC56,2023/12/11,12,253.0
SC56,2023/12/11,13,264.0
SC56,2023/12/11,14,262.0
SC56,2023/12/11,15,268.0
SC56,2023/12/11,16,269.0
SC56,2023/12/11,17,271.0
SC56,2023/12/11,18,256.0
SC56,2023/12/11,19,281.0
SC56,2023/12/11,20,283.0
SC56,2023/12/11,21,284.0
SC56,2023/12/11,22,277.0
SC56,2023/12/11,23,279.0
SC56,2023/12/12,0,274.0
SC56,2023/12/12,1,277.0
SC56,2023/12/12,2,280.0
SC56,2023/12/12,3,272.0
SC56,2023/12/12,4,275.0
SC56,2023/12/12,5,292.0
SC56,2023/12/12,6,265.0
SC56,2023/12/12,7,277.0
SC56,2023/12/12,8,276.0
SC56,2023/12/12,9,269.0
SC56,2023/12/12,10,281.0
SC56,2023/12/12,11,286.0
SC56,2023/12/12,12,261.0
SC56,2023/12/12,13,271.0
SC56,2023/12/12,14,269.0
SC56,2023/12/12,15,275.0
SC56,2023/12/12,16,276.0
SC56,2023/12/12,17,277.0
SC56,2023/12/12,18,263.0
SC56,2023/12/12,19,287.0
SC56,2023/12/12,20,289.0
SC56,2023/12/12,21,290.0
SC56,2023/12/12,22,283.0
SC56,2023/12/12,23,285.0
SC56,2023/12/13,0,280.0
SC56,2023/12/13,1,284.0
SC56,2023/12/13,2,286.0
SC56,2023/12/13,3,279.0
SC56,2023/12/13,4,281.0
SC56,2023/12/13,5,297.0
SC56,2023/12/13,6,272.0
SC56,2023/12/13,7,284.0
SC56,2023/12/13,8,282.0
SC56,2023/12/13,9,276.0
SC56,2023/12/13,10,287.0
SC56,2023/12/13,11,291.0
SC56,2023/12/13,12,268.0
SC56,2023/12/13,13,277.0
SC56,2023/12/13,14,276.0
SC56,2023/12/13,15,281.0
SC56,2023/12/13,16,282.0
SC56,2023/12/13,17,283.0
SC56,2023/12/13,18,270.0
SC56,2023/12/13,19,292.0
SC56,2023/12/13,20,294.0
SC56,2023/12/13,21,295.0
SC56,2023/12/13,22,288.0
SC56,2023/12/13,23,290.0
SC56,2023/12/14,0,286.0
SC56,2023/12/14,1,289.0
SC56,2023/12/14,2,292.0
SC56,2023/12/14,3,285.0
SC56,2023/12/14,4,287.0
SC56,2023/12/14,5,302.0
SC56,2023/12/14,6,278.0
SC56,2023/12/14,7,289.0
SC56,2023/12/14,8,288.0
SC56,2023/12/14,9,282.0
SC56,2023/12/14,10,292.0
SC56,2023/12/14,11,296.0
SC56,2023/12/14,12,274.0
SC56,2023/12/14,13,283.0
SC56,2023/12/14,14,282.0
SC56,2023/12/14,15,287.0
SC56,2023/12/14,16,288.0
SC56,2023/12/14,17,289.0
SC56,2023/12/14,18,277.0
SC56,2023/12/14,19,297.0
SC56,2023/12/14,20,299.0
SC56,2023/12/14,21,300.0
SC56,2023/12/14,22,294.0
SC56,2023/12/14,23,296.0
SC56,2023/12/15,0,292.0
SC56,2023/12/15,1,295.0
SC56,2023/12/15,2,297.0
SC56,2023/12/15,3,290.0
SC56,2023/12/15,4,293.0
SC56,2023/12/15,5,307.0
SC56,2023/12/15,6,284.0
SC56,2023/12/15,7,295.0
SC56,2023/12/15,8,294.0
SC56,2023/12/15,9,288.0
SC56,2023/12/15,10,297.0
SC56,2023/12/15,11,301.0
SC56,2023/12/15,12,281.0
SC56,2023/12/15,13,289.0
SC56,2023/12/15,14,288.0
SC56,2023/12/15,15,292.0
SC56,2023/12/15,16,293.0
SC56,2023/12/15,17,294.0
SC56,2023/12/15,18,283.0
SC56,2023/12/15,19,302.0
SC56,2023/12/15,20,304.0
SC56,2023/12/15,21,305.0
SC56,2023/12/15,22,299.0
SC56,2023/12/15,23,300.0
SC56,2023/12/16,0,297.0
SC56,2023/12/16,1,299.0
SC56,2023/12/16,2,302.0
SC56,2023/12/16,3,296.0
SC56,2023/12/16,4,298.0
SC56,2023/12/16,5,311.0
SC56,2023/12/16,6,290.0
SC56,2023/12/16,7,299.0
SC56,2023/12/16,8,299.0
SC56,2023/12/16,9,293.0
SC56,2023/12/16,10,302.0
SC56,2023/12/16,11,306.0
SC56,2023/12/16,12,287.0
SC56,2023/12/16,13,294.0
SC56,2023/12/16,14,293.0
SC56,2023/12/16,15,297.0
SC56,2023/12/16,16,298.0
SC56,2023/12/16,17,299.0
SC56,2023/12/16,18,289.0
SC56,2023/12/16,19,306.0
SC56,2023/12/16,20,308.0
SC56,2023/12/16,21,309.0
SC56,2023/12/16,22,303.0
SC56,2023/12/16,23,305.0
SC56,2023/12/17,0,302.0
SC56,2023/12/17,1,304.0
SC56,2023/12/17,2,306.0
SC56,2023/12/17,3,300.0
SC56,2023/12/17,4,302.0
SC56,2023/12/17,5,315.0
SC56,2023/12/17,6,295.0
SC56,2023/12/17,7,304.0
SC56,2023/12/17,8,303.0
SC56,2023/12/17,9,298.0
SC56,2023/12/17,10,307.0
SC56,2023/12/17,11,310.0
SC56,2023/12/17,12,292.0
SC56,2023/12/17,13,299.0
SC56,2023/12/17,14,298.0
SC56,2023/12/17,15,302.0
SC56,2023/12/17,16,303.0
SC56,2023/12/17,17,304.0
SC56,2023/12/17,18,294.0
SC56,2023/12/17,19,311.0
SC56,2023/12/17,20,312.0
SC56,2023/12/17,21,313.0
SC56,2023/12/17,22,308.0
SC56,2023/12/17,23,309.0
SC56,2023/12/18,0,306.0
SC56,2023/12/18,1,308.0
SC56,2023/12/18,2,310.0
SC56,2023/12/18,3,305.0
SC56,2023/12/18,4,307.0
SC56,2023/12/18,5,318.0
SC56,2023/12/18,6,300.0
SC56,2023/12/18,7,308.0
SC56,2023/12/18,8,308.0
SC56,2023/12/18,9,303.0
SC56,2023/12/18,10,311.0
SC56,2023/12/18,11,314.0
SC56,2023/12/18,12,297.0
SC56,2023/12/18,13,304.0
SC56,2023/12/18,14,303.0
SC56,2023/12/18,15,306.0
SC56,2023/12/18,16,307.0
SC56,2023/12/18,17,308.0
SC56,2023/12/18,18,299.0
SC56,2023/12/18,19,315.0
SC56,2023/12/18,20,316.0
SC56,2023/12/18,21,317.0
SC56,2023/12/18,22,312.0
SC56,2023/12/18,23,313.0
SC56,2023/12/19,0,310.0
SC56,2023/12/19,1,313.0
SC56,2023/12/19,2,314.0
SC56,2023/12/19,3,309.0
SC56,2023/12/19,4,311.0
SC56,2023/12/19,5,322.0
SC56,2023/12/19,6,305.0
SC56,2023/12/19,7,313.0
SC56,2023/12/19,8,312.0
SC56,2023/12/19,9,307.0
SC56,2023/12/19,10,315.0
SC56,2023/12/19,11,318.0
SC56,2023/12/19,12,302.0
SC56,2023/12/19,13,308.0
SC56,2023/12/19,14,307.0
SC56,2023/12/19,15,311.0
SC56,2023/12/19,16,311.0
SC56,2023/12/19,17,312.0
SC56,2023/12/19,18,304.0
SC56,2023/12/19,19,318.0
SC56,2023/12/19,20,320.0
SC56,2023/12/19,21,320.0
SC56,2023/12/19,22,316.0
SC56,2023/12/19,23,317.0
SC56,2023/12/20,0,314.0
SC56,2023/12/20,1,316.0
SC56,2023/12/20,2,318.0
SC56,2023/12/20,3,313.0
SC56,2023/12/20,4,315.0
SC56,2023/12/20,5,325.0
SC56,2023/12/20,6,309.0
SC56,2023/12/20,7,316.0
SC56,2023/12/20,8,316.0
SC56,2023/12/20,9,312.0
SC56,2023/12/20,10,318.0
SC56,2023/12/20,11,321.0
SC56,2023/12/20,12,306.0
SC56,2023/12/20,13,312.0
SC56,2023/12/20,14,311.0
SC56,2023/12/20,15,315.0
SC56,2023/12/20,16,315.0
SC56,2023/12/20,17,316.0
SC56,2023/12/20,18,308.0
SC56,2023/12/20,19,322.0
SC56,2023/12/20,20,323.0
SC56,2023/12/20,21,324.0
SC56,2023/12/20,22,319.0
SC56,2023/12/20,23,321.0
SC56,2023/12/21,0,318.0
SC56,2023/12/21,1,320.0
SC56,2023/12/21,2,321.0
SC56,2023/12/21,3,317.0
SC56,2023/12/21,4,319.0
SC56,2023/12/21,5,328.0
SC56,2023/12/21,6,313.0
SC56,2023/12/21,7,320.0
SC56,2023/12/21,8,319.0
SC56,2023/12/21,9,315.0
SC56,2023/12/21,10,322.0
SC56,2023/12/21,11,324.0
SC56,2023/12/21,12,311.0
SC56,2023/12/21,13,316.0
SC56,2023/12/21,14,315.0
SC56,2023/12/21,15,318.0
SC56,2023/12/21,16,319.0
SC56,2023/12/21,17,320.0
SC56,2023/12/21,18,312.0
